text,rating_numerator,rating_denominator,name,jpg_url,img_num,retweets,favorites,followers,friends,source_device,diff_dogs,image_predic,confident
This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq,12.0,10.0,Rizzy,https://pbs.twimg.com/media/CXwZ3pbWsAAriTv.jpg,1.0,7792.0,26172.0,8989900.0,16.0,Twitter for iPhone,None,Lakeland_terrier,0.303512
"HE WAS JUST A LIL SLEEPY FROM BEING SUCH A GOOD DOGGI ALL THE TIME MISTAKES HAPPEN 13/10
https://t.co/G2ms0A5jWM",13.0,10.0,None,https://pbs.twimg.com/media/CXwlw9MWsAAc-JB.jpg,1.0,2377.0,0.0,8989900.0,16.0,Twitter for iPhone,None,Italian_greyhound,0.39956
This is Stella. She's happier than I will ever be. 10/10 would trade lives with https://t.co/JSs2bfDtTS,10.0,10.0,Stella,https://pbs.twimg.com/media/CXxGGOsUwAAr62n.jpg,1.0,2472.0,10394.0,8989900.0,16.0,Twitter for iPhone,None,Airedale,0.945362
This is Bo. He's a West Congolese Bugaboop Snuggle. Rather exotic. Master of the head tilt. 12/10 would pay to pet https://t.co/2jwxxtNzoN,12.0,10.0,Bo,https://pbs.twimg.com/media/CX0kVRxWYAAWWZi.jpg,1.0,3058.0,9308.0,8989900.0,16.0,Twitter for iPhone,None,Pembroke,0.895279
"This is Lucy. She destroyed not one, but two remotes trying to turn off the debate. 11/10 relatable af https://t.co/3BXh073tDm",11.0,10.0,Lucy,https://pbs.twimg.com/media/CX1AUQ2UAAAC6s-.jpg,1.0,3386.0,10694.0,8989900.0,16.0,Twitter for iPhone,None,miniature_pinscher,0.0728852
This is Butter. She can have whatever she wants forever. 12/10 would hug softly https://t.co/x5gXRS1abq,12.0,10.0,Butter,https://pbs.twimg.com/media/CX1ye7HUMAADDzh.jpg,1.0,2764.0,7832.0,8989900.0,16.0,Vine - Make a Scene,None,malamute,0.577376
This is Dexter. He breaks hearts for a living. 11/10 h*ckin handsome af https://t.co/4DhSsC1W7S,11.0,10.0,Dexter,https://pbs.twimg.com/media/CX2F4qNUQAAR6Cm.jpg,1.0,153.0,1397.0,8989900.0,16.0,Twitter for iPhone,None,Mexican_hairless,0.164906
Atlas is back and this time he's got doggles. Still 13/10 solarly conscious af https://t.co/s7MgFWDySc,13.0,10.0,None,https://pbs.twimg.com/media/CX2ISqSWYAAEtCF.jpg,1.0,6806.0,0.0,8989900.0,16.0,Twitter for iPhone,None,toy_poodle,0.5513520000000001
This is Leo. He's a golden chow. Rather h*ckin rare. 13/10 would give extra pats https://t.co/xosHjFzVXc,13.0,10.0,Leo,https://pbs.twimg.com/media/CX2NJmRWYAAxz_5.jpg,1.0,3114.0,11192.0,8989900.0,16.0,Twitter for iPhone,None,bluetick,0.174738
Did... did they pick out that license plate? 12/10 for both https://t.co/lRmUUOxgbQ,12.0,10.0,None,https://pbs.twimg.com/media/CX5-HslWQAIiXKB.jpg,1.0,2188.0,7728.0,8989900.0,16.0,Twitter for iPhone,None,NaN,0.0
This is Frank. He wears sunglasses and walks himself. 11/10 I'll never be this cool or independent https://t.co/pNNjBtHWPc,11.0,10.0,Frank,https://pbs.twimg.com/media/CX6v_JOWsAE0beZ.jpg,1.0,1942.0,8934.0,8989900.0,16.0,Twitter for iPhone,None,chow,0.334783
This is Tonks. She is a service puppo. Can hear a caterpillar hiccup from 7 miles away. 13/10 would follow anywhere https://t.co/i622ZbWkUp,13.0,10.0,Tonks,https://pbs.twimg.com/media/CX66EiJWkAAVjA-.jpg,1.0,1225.0,6013.0,8989900.0,16.0,Twitter for iPhone,puppo,kelpie,0.537782
This is Moose. He's rather h*ckin dangerous (you can tell by the collar). 11/10 would still attempt to snug https://t.co/lHVHGdDzb3,11.0,10.0,Moose,https://pbs.twimg.com/media/CX6_y6OU0AAl3v2.jpg,1.0,1588.0,7134.0,8989900.0,16.0,Twitter for iPhone,None,Chihuahua,0.379365
This is Lincoln. He forgot to use his blinker when he changed lanes just now. Guilty as h*ck. Still 10/10 https://t.co/lsrR83SiVp,10.0,10.0,Lincoln,https://pbs.twimg.com/media/CX7EkuHWkAESLZk.jpg,1.0,4712.0,11813.0,8989900.0,16.0,Twitter for iPhone,None,NaN,0.0
This is Rory. He's got an interview in a few minutes. Looking spiffy af. Nervous as h*ck tho. 12/10 would hire https://t.co/ibj5g6xaAj,12.0,10.0,Rory,https://pbs.twimg.com/media/CX7br3HWsAAQ9L1.jpg,2.0,2462.0,8814.0,8989900.0,16.0,Twitter for iPhone,None,golden_retriever,0.203249
"This is Logan, the Chow who lived. He solemnly swears he's up to lots of good. H*ckin magical af 9.75/10 https://t.co/yBO5wuqaPS",75.0,10.0,Logan,https://pbs.twimg.com/media/CX-wzZEUwAA4ISM.jpg,1.0,7814.0,19671.0,8989900.0,16.0,Vine - Make a Scene,None,Labrador_retriever,0.673691
"""Honestly Kathleen I just want more Ken Bone"" 12/10 https://t.co/HmlEvAMP4r",12.0,10.0,None,https://pbs.twimg.com/media/CX_D6AJWwAAnBIw.jpg,1.0,10811.0,29181.0,8989900.0,16.0,Vine - Make a Scene,None,Chihuahua,0.93781
This is Dale. He's a real spookster. Did me quite the frighten. 11/10 not too spooky to pet tho https://t.co/L8BWDD4oBX,11.0,10.0,Dale,https://pbs.twimg.com/ext_tw_video_thumb/684538367950872576/pu/img/kTKOkSU45BS-fpq8.jpg,1.0,10510.0,29407.0,8989900.0,16.0,Twitter for iPhone,None,Chihuahua,0.702583
This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn,13.0,10.0,Rizzo,https://pbs.twimg.com/media/CYASi6FWQAEQMW2.jpg,1.0,1912.0,7233.0,8989900.0,16.0,Twitter for iPhone,doggo,NaN,0.0
This is Arnie. He's afraid of his own bark. 12/10 would comfort https://t.co/ObT2tSxXit,12.0,10.0,Arnie,https://pbs.twimg.com/media/CYAra7JWsAACPZH.jpg,1.0,3128.0,10260.0,8989900.0,16.0,Twitter for iPhone,None,Weimaraner,0.948688
This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution https://t.co/78c9W8kLFh,11.0,10.0,Mattie,https://pbs.twimg.com/media/CYDmK7ZVAAI_ylL.jpg,1.0,2172.0,8277.0,8989900.0,16.0,Twitter for iPhone,None,miniature_schnauzer,0.294457
This is Lucy. She's strives to be the best potato she can be. 12/10 would boop https://t.co/lntsj7Fc4Y,12.0,10.0,Lucy,https://pbs.twimg.com/media/CYFOP6cWEAAWp-k.jpg,1.0,11362.0,28535.0,8989900.0,16.0,Twitter for iPhone,None,chow,0.261288
Meet Rusty. He appears to be rather h*ckin fluffy. Also downright adorable af. 12/10 would rub my face against his https://t.co/1j9kLGb4wV,12.0,10.0,Rusty,https://pbs.twimg.com/media/CYFZXdiU0AAc_kw.jpg,1.0,2134.0,8010.0,8989900.0,16.0,Twitter for iPhone,None,Labrador_retriever,0.769412
This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously https://t.co/f2wmLZTPHd,10.0,10.0,Pinot,https://pbs.twimg.com/media/CYFlVUFWwAAEsWX.jpg,2.0,7159.0,23673.0,8989900.0,16.0,Twitter for iPhone,"doggo,pupper",Border_collie,0.665578
This is Dallas. Her tongue is ridiculous. 11/10 h*ckin proud af https://t.co/h4jhlH4EyG,11.0,10.0,Dallas,https://pbs.twimg.com/media/CYF3TSlWMAAaoG5.jpg,1.0,1377.0,7323.0,8989900.0,16.0,Twitter for iPhone,None,NaN,0.0
This is Doc. He requested to be carried around like that. 12/10 anything for Doc https://t.co/mWYACm4qnx,12.0,10.0,Doc,https://pbs.twimg.com/media/CYJQxvJW8AAkkws.jpg,1.0,1830.0,7653.0,8989900.0,16.0,Twitter for iPhone,None,Old_English_sheepdog,0.00967138
This is Hero. He was enjoying the car ride until he remembered that bees are dying globally at an alarming rate. 11/10 https://t.co/cubFg7F4qQ,11.0,10.0,Hero,https://pbs.twimg.com/media/CYKQS0xUQAEOptC.jpg,1.0,5391.0,16314.0,8989900.0,16.0,Twitter for iPhone,None,pug,0.999044
This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft https://t.co/AsykOwMrXQ,13.0,10.0,Rusty,https://pbs.twimg.com/media/CYKzfTTWMAEeTN7.jpg,1.0,6026.0,0.0,8989900.0,16.0,Twitter for iPhone,None,Pomeranian,0.963176
This is Frankie. He has yet to learn how to control his tongue. 11/10 maybe one day https://t.co/p6fgYe2dB6,11.0,10.0,Frankie,https://pbs.twimg.com/media/CYK6kf0WMAAzP-0.jpg,2.0,3275.0,10926.0,8989900.0,16.0,Twitter for iPhone,None,chow,0.470162
This is Stormy. He's curly af. Already pupared for Coachella next year. 12/10 https://t.co/PHA1vtqqpt,12.0,10.0,Stormy,https://pbs.twimg.com/media/CYLAWFMWMAEcRzb.jpg,1.0,2639.0,10233.0,8989900.0,16.0,Twitter for iPhone,None,Boston_bull,0.972483
This is Reginald. He's one magical puppo. Aerodynamic af. 12/10 would catch https://t.co/t0cEeRbcXJ,12.0,10.0,Reginald,https://pbs.twimg.com/media/CYLDikFWEAAIy1y.jpg,1.0,1104.0,3912.0,8989900.0,16.0,Vine - Make a Scene,puppo,golden_retriever,0.586937
This is Balto. He's very content. Legendary tongue slippage. 12/10 would pet forever https://t.co/T7Jr4Gw4sC,12.0,10.0,Balto,https://pbs.twimg.com/media/CYN_-6iW8AQhPu2.jpg,1.0,5402.0,20333.0,8989900.0,16.0,Twitter for iPhone,None,collie,0.0958052
This is Riley. His owner put a donut pillow around him and he loves it so much he won't let anyone take it off. 13/10 https://t.co/8TCQcsZCZ8,13.0,10.0,Riley,https://pbs.twimg.com/media/CYOONfZW8AA7IOA.jpg,1.0,2490.0,6999.0,8989900.0,16.0,Vine - Make a Scene,None,NaN,0.0
This is Mairi. She has mastered the art of camouflage. 12/10 h*ckin sneaky af https://t.co/STcPjiNAHp,12.0,10.0,Mairi,https://pbs.twimg.com/media/CYPjvFqW8AAgiP2.jpg,1.0,2013.0,8227.0,8989900.0,16.0,Twitter for iPhone,None,Lakeland_terrier,0.253839
This is Loomis. He's the leader of the Kenneth search party. The passion is almost overwhelming. 12/10 one day he will be free https://t.co/kCRKlFg4AY,12.0,10.0,Loomis,https://pbs.twimg.com/ext_tw_video_thumb/685663358637486080/pu/img/3cXSHFZAgJQ_dDCf.jpg,1.0,2683.0,9605.0,8989900.0,16.0,Twitter for iPhone,None,Chesapeake_Bay_retriever,0.171174
This is Finn. He likes eavesdropping from filing cabinets. It's a real issue but no one has approached him about it. 11/10 would still pet https://t.co/s8W8Del9HQ,11.0,10.0,Finn,https://pbs.twimg.com/media/CYP62A6WkAAOnL4.jpg,1.0,7063.0,21187.0,8989900.0,16.0,Twitter for iPhone,None,NaN,0.0
Meet Godi. He's an avid beachgoer and part time rainbow summoner. Eyeliner flawless af. 13/10 would snug well https://t.co/BO936YdJdi,13.0,10.0,Godi,https://pbs.twimg.com/media/CYTUhn7WkAEXocW.jpg,1.0,1955.0,7051.0,8989900.0,16.0,Twitter for iPhone,None,Yorkshire_terrier,0.414963
This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave https://t.co/nfprKAXqwu,12.0,10.0,Dave,https://pbs.twimg.com/media/CYURBGoWYAAKey3.jpg,1.0,3266.0,11846.0,8989900.0,16.0,Twitter for iPhone,None,Siberian_husky,0.450678
This is Earl. He can't catch. Did his best tho. 11/10 would repair confidence with extra pats https://t.co/IsqyvbjFgM,11.0,10.0,Earl,https://pbs.twimg.com/media/CYUsRsbWAAAUt4Y.jpg,1.0,1698.0,6160.0,8989900.0,16.0,Twitter for iPhone,None,NaN,0.0
This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable https://t.co/vOBV1ZqVcX,12.0,10.0,Cali,https://pbs.twimg.com/media/CYUwjz-UAAEcdi8.jpg,1.0,3566.0,0.0,8989900.0,16.0,Twitter for iPhone,None,Rhodesian_ridgeback,0.885301
This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,11.0,10.0,Deacon,https://pbs.twimg.com/media/CYVIToGWQAAEZ_y.jpg,1.0,109.0,0.0,8989900.0,16.0,Twitter for iPhone,doggo,Great_Dane,0.23692
"This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine https://t.co/zrMVdfFej6",10.0,10.0,Penny,https://pbs.twimg.com/media/CYVXBb9WsAAwL3p.jpg,1.0,1043.0,5180.0,8989900.0,16.0,Twitter for iPhone,None,Pomeranian,0.985789
This is Timmy. He's quite large. According to a trusted source it's actually a dog wearing a dog suit. 11/10 https://t.co/BIUchFwHqn,11.0,10.0,Timmy,https://pbs.twimg.com/media/CYZvRttWYAE_RXc.jpg,1.0,2180.0,8516.0,8989900.0,16.0,Twitter for iPhone,None,pug,0.985237
This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co/pgVKxRw0s1,12.0,10.0,Sampson,https://pbs.twimg.com/media/CYaAS2kUoAINkye.jpg,1.0,2231.0,0.0,8989900.0,16.0,Twitter for iPhone,doggo,German_shepherd,0.830816
This is Chipson. He weighed in at .3 ounces and is officially super h*ckin smol. Space-saving af. 11/10 would snug delicately https://t.co/FjEsk7A1JV,11.0,10.0,Chipson,https://pbs.twimg.com/media/CYdQktMWsAEI29_.jpg,1.0,6806.0,18455.0,8989900.0,16.0,Twitter for iPhone,None,Labrador_retriever,0.320012
Who keeps sending in pictures without dogs in them? This needs to stop. 5/10 for the mediocre road https://t.co/ELqelxWMrC,5.0,10.0,None,https://pbs.twimg.com/media/CYdbvwjWcAEtjYu.jpg,1.0,3011.0,8572.0,8989900.0,16.0,Twitter for iPhone,None,Rottweiler,0.441331
This is Combo. The daily struggles of being a doggo have finally caught up with him. 11/10 https://t.co/LOKrNo0OM7,11.0,10.0,Combo,https://pbs.twimg.com/media/CYeWlh0WAAADhsj.jpg,1.0,17743.0,0.0,8989900.0,16.0,Twitter for iPhone,doggo,Norwich_terrier,0.100499
Idk why this keeps happening. We only rate dogs. Not Bangladeshi Couch Chipmunks. Please only send dogs... 12/10 https://t.co/ya7bviQUUf,12.0,10.0,None,https://pbs.twimg.com/media/CYfCMdFWAAA44YA.jpg,1.0,4387.0,14429.0,8989900.0,16.0,Twitter for iPhone,None,Tibetan_mastiff,0.338812
"Pupper butt 1, Doggo 0. Both 12/10 https://t.co/WQvcPEpH2u",12.0,10.0,None,https://pbs.twimg.com/media/CYfS75fWAAAllde.jpg,1.0,6963.0,19486.0,8989900.0,16.0,Twitter for iPhone,"doggo,pupper",NaN,0.0
This is Oakley. He just got yelled at for going 46 in a 45. Churlish af. 11/10 would still pet so well https://t.co/xIYsa6LPA4,11.0,10.0,Oakley,https://pbs.twimg.com/media/CYiGvn-UwAEe4wL.jpg,1.0,9581.0,0.0,8989900.0,16.0,Twitter for iPhone,None,NaN,0.0
"We normally don't rate lobsters, but this one appears to be a really good lobster. 10/10 would pet with caution https://t.co/YkHc7U7uUy",10.0,10.0,None,https://pbs.twimg.com/media/CYkON6CVAAAPXAc.jpg,1.0,353.0,844.0,8989900.0,16.0,Twitter for iPhone,None,Labrador_retriever,0.417107
I want to finally rate this iconic puppo who thinks the parade is all for him. 13/10 would absolutely attend https://t.co/5dUYOu4b8d,13.0,10.0,None,https://pbs.twimg.com/media/CYkURJjW8AEamoI.jpg,1.0,1265.0,6724.0,8989900.0,16.0,Twitter for iPhone,puppo,NaN,0.0
"This is Dash. He's very stylish, but also incredibly unimpressed with the current state of our nation. 10/10 would pet ears first https://t.co/YElO4hvXI6",10.0,10.0,Dash,https://pbs.twimg.com/media/CYka1NTWMAAOclP.jpg,2.0,1449.0,5626.0,8989900.0,16.0,Twitter for iPhone,None,borzoi,0.883086
This is Koda. He has a weird relationship with tall grass. Slightly concerning. 11/10 would def still pet https://t.co/KQzSR8eCsw,11.0,10.0,Koda,https://pbs.twimg.com/media/CYkoE10WEAAWqxm.jpg,1.0,982.0,4507.0,8989900.0,16.0,Twitter for iPhone,None,beagle,0.000216206
Meet Hercules. He can have whatever he wants for the rest of eternity. 12/10 would snug passionately https://t.co/mH0IOyFdIG,12.0,10.0,Hercules,https://pbs.twimg.com/media/CYkrNIVWcAMswmP.jpg,1.0,4179.0,13324.0,8989900.0,16.0,Twitter for iPhone,None,pug,0.178205
Here's a perturbed super floof. 12/10 would snug so damn well https://t.co/VG095mi09Q,12.0,10.0,None,https://pbs.twimg.com/media/CYnS9VWW8AAeR8m.jpg,1.0,11846.0,0.0,8989900.0,16.0,Twitter for iPhone,None,Great_Dane,0.139909
"This is Bear. Don't worry, he's not a real bear tho. Contains unreal amounts of squish. 11/10 heteroskedastic af https://t.co/coi4l1T2Sm",11.0,10.0,Bear,https://pbs.twimg.com/media/CYpoAZTWEAA6vDs.jpg,1.0,2562.0,8291.0,8989900.0,16.0,Twitter for iPhone,None,NaN,0.0
We only rate dogs. Pls stop sending in non-canines like this Urban Floof Giraffe. I can't handle this. 11/10 https://t.co/zHIqpM5Gni,11.0,10.0,None,https://pbs.twimg.com/media/CYpsFmIWAAAYh9C.jpg,1.0,1556.0,6400.0,8989900.0,16.0,Twitter for iPhone,None,English_springer,0.472273
Here's a doggo questioning his entire existence. 10/10 someone tell him he's a good boy  https://t.co/dVm5Hgdpeb,10.0,10.0,None,https://pbs.twimg.com/media/CYsTg1XUsAEPjxE.jpg,1.0,1580.0,6217.0,8989900.0,16.0,Twitter for iPhone,doggo,pug,0.957365
This is Scout. He really wants to kiss himself. H*ckin inappropriate. 11/10 narcissistic af https://t.co/x0gV2Ck3AD,11.0,10.0,Scout,https://pbs.twimg.com/media/CYs3TKzUAAAF9A2.jpg,1.0,2839.0,10963.0,8990285.0,16.0,Twitter for iPhone,None,miniature_pinscher,0.956063
Have you ever seen such a smol pupper? Portable af. 12/10 would keep in shirt pocket https://t.co/KsqaIzlQ12,12.0,10.0,None,https://pbs.twimg.com/media/CYuVi9pWwAAbOGC.jpg,1.0,4095.0,0.0,8989900.0,16.0,Twitter for iPhone,pupper,Staffordshire_bullterrier,0.151113
This is Reggie. He hugs everyone he meets. 12/10 keep spreading the love Reggie https://t.co/uMfhduaate,12.0,10.0,Reggie,https://pbs.twimg.com/media/CYum3KbWEAArFrI.jpg,1.0,4185.0,13897.0,8989900.0,16.0,Twitter for iPhone,None,Pomeranian,0.99721
Everybody drop what you're doing and look at this dog. 13/10 must be super h*ckin rare https://t.co/I1bJUzUEW5,13.0,10.0,None,https://pbs.twimg.com/media/CYx-tGaUoAAEXV8.jpg,1.0,13263.0,0.0,8989900.0,16.0,Twitter for iPhone,None,Eskimo_dog,0.240602
This is Jay. He's really h*ckin happy about the start of fall. Sneaky tongue slip in 2nd pic. 11/10 snuggly af https://t.co/vyx1X5eyWI,11.0,10.0,Jay,https://pbs.twimg.com/media/CYyucekVAAESj8K.jpg,1.0,1169.0,4773.0,8990285.0,16.0,Twitter for iPhone,None,pug,0.973819
"Oh my god it's Narcos but Barkos. 13/10 someone please make this happen
https://t.co/tird9cIlzB",13.0,10.0,None,https://pbs.twimg.com/ext_tw_video_thumb/688211379870806016/pu/img/OI0VTwPYnsScQg8R.jpg,1.0,8832.0,0.0,8989900.0,16.0,Twitter for iPhone,None,NaN,0.0
"This is Mya (pronounced ""mmmyah?""). Her head is round af. 11/10 would pat accordingly https://t.co/1dpEuALnY0",11.0,10.0,Mya,https://pbs.twimg.com/media/CY2iwGNWUAI5zWi.jpg,2.0,15337.0,29124.0,8989900.0,16.0,Twitter for iPhone,None,golden_retriever,0.900437
"Meet Strider. He thinks he's a sorority girl. Already wants to go to NYC for a weekend to say he's ""studied abroad"" 10/10 https://t.co/KYZkPuiC1l",10.0,10.0,Strider,https://pbs.twimg.com/media/CY4ciRFUMAAovos.jpg,1.0,2443.0,9348.0,8989900.0,16.0,Twitter for iPhone,None,Pembroke,0.696372
This is Penny. She's a sailor pup. 11/10 would take to the open seas with https://t.co/0rRxyBQt32,11.0,10.0,Penny,https://pbs.twimg.com/media/CY42CFWW8AACOwt.jpg,1.0,4211.0,11496.0,8989900.0,16.0,Twitter for iPhone,None,papillon,0.531279
RIP Loki. Thank you for the good times. You will be missed by many. 14/10 https://t.co/gJKD9pst5A,14.0,10.0,None,https://pbs.twimg.com/media/CY8SocAWsAARuyh.jpg,1.0,146.0,1788.0,8989900.0,16.0,Twitter for iPhone,None,American_Staffordshire_terrier,0.5996600000000001
This is Nala. She's a future Dogue model. Won't respond to my texts. 13/10 would be an honor to pet https://t.co/zP1IvAATWv,13.0,10.0,Nala,https://pbs.twimg.com/media/CY816snW8AYltrQ.jpg,1.0,2575.0,11415.0,8989900.0,16.0,Twitter for iPhone,None,Cardigan,0.6142310000000001
This is Stanley. He has too much skin. Isn't happy about it. Quite pupset actually. Still 11/10 would comfort https://t.co/hhTfnPrWfb,11.0,10.0,Stanley,https://pbs.twimg.com/media/CY9xf1dUAAE4XLc.jpg,1.0,3872.0,13553.0,8989900.0,16.0,Twitter for iPhone,None,NaN,0.0
Evolution of a pupper yawn featuring Max. 12/10 groundbreaking stuff https://t.co/t8Y4x9DmVD,12.0,10.0,None,https://pbs.twimg.com/media/CY91OENWUAE5agj.jpg,1.0,4467.0,12687.0,8989900.0,16.0,Twitter for iPhone,pupper,Ibizan_hound,0.8531700000000001
This is Sophie. She's a Jubilant Bush Pupper. Super h*ckin rare. Appears at random just to smile at the locals. 11.27/10 would smile back https://t.co/QFaUiIHxHq,27.0,10.0,Sophie,https://pbs.twimg.com/media/CY9_BOYWkAAkuzn.jpg,1.0,2859.0,7210.0,8989900.0,16.0,Twitter for iPhone,pupper,NaN,0.0
This is Wesley. He's clearly trespassing. Seems rather h*ckin violent too. Weaponized forehead. 3/10 wouldn't let in https://t.co/pL7wbMRW7M,3.0,10.0,Wesley,https://pbs.twimg.com/media/CZBUO2UWsAAKehS.jpg,1.0,4566.0,15163.0,8989900.0,16.0,Twitter for iPhone,None,English_springer,0.303781
"""Yep... just as I suspected. You're not flossing."" 12/10 and 11/10 for the pup not flossing https://t.co/SuXcI9B7pQ",12.0,10.0,None,https://pbs.twimg.com/media/CZBeMMVUwAEdVqI.jpg,1.0,1728.0,8401.0,8989900.0,16.0,Twitter for iPhone,None,cocker_spaniel,0.816044
This is Derek. You can't look at him and not smile. Must've just had a blue pupsicle. 12/10 would snug intensely https://t.co/BnVTMtUeI3,12.0,10.0,Derek,https://pbs.twimg.com/media/CZDRTAPUoAEaqxF.jpg,3.0,5341.0,21255.0,8989900.0,16.0,Twitter for iPhone,None,Chihuahua,0.6375460000000001
This is Jeffrey. He's being held so he doesn't fly away. 12/10 would set free https://t.co/d3aLyCykn7,12.0,10.0,Jeffrey,https://pbs.twimg.com/media/CZDT-mZWsAEK9BH.jpg,1.0,3735.0,10480.0,8989900.0,16.0,Twitter for iPhone,None,Scotch_terrier,0.267979
Meet Solomon. He was arrested for possession of adorable and attempted extra pats on the head. 12/10 would post bail https://t.co/nFqLaOLUQA,12.0,10.0,Solomon,https://pbs.twimg.com/media/CZGofjJW0AINjN9.jpg,1.0,1563.0,6438.0,8989900.0,16.0,Twitter for iPhone,None,Pembroke,0.799319
This is Huck. He's addicted to caffeine. Hope it's not too latte to seek help. 11/10 stay strong pupper https://t.co/iJE3F0VozW,11.0,10.0,Huck,https://pbs.twimg.com/media/CZHM60BWIAA4AY4.jpg,1.0,1270.0,5214.0,8989900.0,16.0,Twitter for iPhone,pupper,Eskimo_dog,0.169482
Atlas rolled around in some chalk and now he's a magical rainbow floofer. 13/10 please never take a bath https://t.co/nzqTNw0744,13.0,10.0,None,https://pbs.twimg.com/media/CZIJD2SWIAMJgNI.jpg,1.0,4883.0,0.0,8989900.0,16.0,Twitter for iPhone,floofer,toy_poodle,0.279604
This is O'Malley. That is how he sleeps. Doesn't care what you think about it. 10/10 comfy af https://t.co/Pq150LeRaC,10.0,10.0,O,https://pbs.twimg.com/media/CZIpimOWcAETFRt.jpg,1.0,7232.0,22739.0,8989900.0,16.0,Twitter for iPhone,None,NaN,0.0
This is Sampson. He's about to get hit with a vicious draw 2. Has no idea. 11/10 poor pupper https://t.co/FYT9QBEnKG,11.0,10.0,Sampson,https://pbs.twimg.com/media/CZIr5gFUsAAvnif.jpg,1.0,3152.0,9235.0,8989900.0,16.0,Twitter for iPhone,pupper,Italian_greyhound,0.322818
I can't tap the screen to make the hearts appear fast enough. 10/10 for the source of all future unproductiveness https://t.co/wOhuABgj6I,10.0,10.0,None,https://pbs.twimg.com/media/CZLKJpDWQAA-5u4.jpg,1.0,4002.0,9756.0,8989900.0,16.0,Twitter for iPhone,None,collie,0.600186
This is Blue. He was having an average day until his owner told him about Bront. 12/10 h*ckin hysterical af https://t.co/saRYTcxQeH,12.0,10.0,Blue,https://pbs.twimg.com/media/CZMJYCRVAAE35Wk.jpg,4.0,2284.0,7836.0,8989900.0,16.0,Twitter for iPhone,None,Pomeranian,0.943331
This is Anakin. He strives to reach his full doggo potential. Born with blurry tail tho. 11/10 would still pet well https://t.co/9CcBSxCXXG,11.0,10.0,Anakin,https://pbs.twimg.com/media/CZNK7NpWwAEAqUh.jpg,1.0,3274.0,0.0,8989900.0,16.0,Twitter for iPhone,doggo,Labrador_retriever,0.179625
This girl straight up rejected a guy because he doesn't like dogs. She is my hero and I give her 13/10 https://t.co/J39lT3b0rH,13.0,10.0,None,https://pbs.twimg.com/media/CZNexghWAAAYnT-.jpg,1.0,1653.0,6325.0,8989900.0,16.0,Twitter for iPhone,None,standard_poodle,0.444499
This is Finley. He's an independent doggo still adjusting to life on his own. 11/10 https://t.co/7FNcBaKbci,11.0,10.0,Finley,https://pbs.twimg.com/media/CZNj8N-WQAMXASZ.jpg,1.0,1339.0,5863.0,8989900.0,16.0,Twitter for iPhone,doggo,Samoyed,0.270287
This is Maximus. A little rain won't stop him. He will persevere. 12/10 innovative af  https://t.co/2OmDMAkkou,12.0,10.0,Maximus,https://pbs.twimg.com/media/CZNtgWhWkAAbq3W.jpg,2.0,1102.0,3713.0,8989900.0,16.0,Twitter for iPhone,None,malamute,0.949609
This is Tucker. He would like a hug. 13/10 someone hug him https://t.co/wdgY9oHPrT,13.0,10.0,Tucker,https://pbs.twimg.com/media/CZRBZ9mWkAAWblt.jpg,1.0,457.0,2663.0,8989900.0,16.0,Twitter for iPhone,None,NaN,0.0
This is Finley. She's a Beneboop Cumbersplash. 12/10 I'd do unspeakable things for Finley https://t.co/dS8SCbNF9P,12.0,10.0,Finley,https://pbs.twimg.com/media/CZSnKw8WwAAAN7q.jpg,1.0,905.0,3902.0,8989900.0,16.0,Twitter for iPhone,None,pug,0.686933
This is Sprinkles. He's trapped in light jail. 10/10 would post bail for him https://t.co/4s5Xlijogu,10.0,10.0,Sprinkles,https://pbs.twimg.com/media/CZSz3vWXEAACElU.jpg,1.0,1822.0,6396.0,8989900.0,16.0,Twitter for iPhone,None,kuvasz,0.286345
I WAS SENT THE ACTUAL DOG IN THE PROFILE PIC BY HIS OWNER THIS IS SO WILD. 14/10 ULTIMATE LEGEND STATUS https://t.co/7oQ1wpfxIH,14.0,10.0,None,https://pbs.twimg.com/media/CZTLeBuWIAAFkeR.jpg,1.0,3259.0,11688.0,8989900.0,16.0,Twitter for iPhone,None,Pembroke,0.426459
Meet Winnie. She just made awkward eye contact with the driver beside her. Poor pupper panicked. 11/10 would comfort https://t.co/RFWtDqTnAz,11.0,10.0,Winnie,https://pbs.twimg.com/media/CZV-c9NVIAEWtiU.jpg,1.0,2523.0,8058.0,8989900.0,16.0,Twitter for iPhone,pupper,Lhasa,0.0974997
